addr1,addr2,amount
0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0xa035b9e130f2b1aedc733eefb1c67ba4c503491f,5
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,5
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0xf5543cdd5f551635e13ebe07e47d01d0fc9cbbd5,4
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0x6c3c78838c761c6ac7be9f59fe808ea2a6e4379d,4
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0x4c8a1beb8a87765788946d6b19c6c6355194abeb,4
0x691d4172331a11912c6d0e6d1a002e3d7ced6a66,0x1e0447b19bb6ecfdae1e4ae1694b0c3659614e4e,4
0xe95a536cf5c7384ff1ef54819dc54e03d0ff1979,0x5b1b5fea1b99d83ad479df0c222f0492385381dd,4
0x364c90218f6664f6c8b154ad9c3e31947cd3640c,0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe,4
0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,4
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,4
0x057835ad21a177dbdd3090bb1cae03eacf78fc6d,0x4e977830ba4bd783c0bb7f15d3e243f73ff57121,4
0x364c90218f6664f6c8b154ad9c3e31947cd3640c,0xd0fbb87e47da9987d345dbdf3a34d4266cf5ebe9,4
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,4
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0x53edf7fc8bb9c249694ea0a2174043553b34db27,4
0x63cf44b2548e4493fd099222a1ec79f3344d9682,0x6354e79f21b56c11f48bcd7c451be456d7102a36,4
0x030ba81f1c18d280636f32af80b9aad02cf0854e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4
0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,0xe2d6ccac3ee3a21abf7bedbe2e107ffc0c037e80,4
0x6def55d2e18486b9ddfaa075bc4e4ee0b28c1545,0x5c7adb3fd0df2d1822a36922dd941e16d2bf4e51,4
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,4
0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,4
0x41671ba1abcba387b9b2b752c205e22e916be6e3,0x6def55d2e18486b9ddfaa075bc4e4ee0b28c1545,4
0x18bc0c665ca5cc6134b0c9d054784924e5d93d28,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4
0x364c90218f6664f6c8b154ad9c3e31947cd3640c,0xa0c68c638235ee32657e8f720a23cec1bfc77c77,3
0x18bc0c665ca5cc6134b0c9d054784924e5d93d28,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,3
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0x691d4172331a11912c6d0e6d1a002e3d7ced6a66,3
0xa0c68c638235ee32657e8f720a23cec1bfc77c77,0x6abb753c1893194de4a83c6e8b4eadfc105fd5f5,3
0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xe95a536cf5c7384ff1ef54819dc54e03d0ff1979,3
0x220bda5c8994804ac96ebe4df184d25e5c2196d4,0x0de05f6447ab4d22c8827449ee4ba2d5c288379b,3
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3
0x220bda5c8994804ac96ebe4df184d25e5c2196d4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3
0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0,0x23d1b2755d6c243dfa9dd06624f1686b9c9e13eb,3
0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0,0x4c9a2bd661d640da3634a4988a9bd2bc0f18e5a9,3
0x0fc584529a2aefa997697fafacba5831fac0c22d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3
0x06da0fd433c1a5d7a4faa01111c044910a184553,0xdac17f958d2ee523a2206206994597c13d831ec7,2
0xb3c9669a5706477a2b237d98edb9b57678926f04,0x06da0fd433c1a5d7a4faa01111c044910a184553,2
0xb3c9669a5706477a2b237d98edb9b57678926f04,0x6b175474e89094c44da98b954eedeac495271d0f,2
0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,0x6b175474e89094c44da98b954eedeac495271d0f,2
0xb3c9669a5706477a2b237d98edb9b57678926f04,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,2
0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0,0x874d8de5b26c9d9f6aa8d7bab283f9a9c6f777f4,2
0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0,0x52ae12abe5d8bd778bd5397f99ca900624cfadd4,2
0xb3c9669a5706477a2b237d98edb9b57678926f04,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,2
0x6c3c78838c761c6ac7be9f59fe808ea2a6e4379d,0x3f87b818f94f3cc21e47fd3bf015e8d8183a3e08,2
0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0,0xb1cd6e4153b2a390cf00a6556b0fc1458c4a5533,2
0xb3c9669a5706477a2b237d98edb9b57678926f04,0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0,2
0x111111125434b319222cdbf8c261674adb56f3ae,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2
0x986b5e1e1755e3c2440e960477f25201b0a8bbd4,0xe5bbbdb2bb953371841318e1edfbf727447cef2e,2
0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0xdac17f958d2ee523a2206206994597c13d831ec7,2
0xa50ba011c48153de246e5192c8f9258a2ba79ca9,0x986b5e1e1755e3c2440e960477f25201b0a8bbd4,2
0xb3c9669a5706477a2b237d98edb9b57678926f04,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,2
0x397ff1542f962076d0bfe58ea045ffa2d347aca0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2
0xb3c9669a5706477a2b237d98edb9b57678926f04,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,2
0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0x778a13d3eeb110a4f7bb6529f99c000119a08e92,2
0x41671ba1abcba387b9b2b752c205e22e916be6e3,0x2a8facc9d49fbc3ecff569847833c380a13418a8,2
0x3e135c3e981fae3383a5ae0d323860a34cfab893,0xb91bca4c6a607448a093803b3b2a9a4ed3e9f71e,2
0xd0fbb87e47da9987d345dbdf3a34d4266cf5ebe9,0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe,2
0x364c90218f6664f6c8b154ad9c3e31947cd3640c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2
0x1111111254fb6c44bac0bed2854e76f90643097d,0x0de05f6447ab4d22c8827449ee4ba2d5c288379b,2
0xeaadde1e14c587a7fb4ba78ea78109bb32975f1e,0x0de05f6447ab4d22c8827449ee4ba2d5c288379b,2
0x220bda5c8994804ac96ebe4df184d25e5c2196d4,0xeaadde1e14c587a7fb4ba78ea78109bb32975f1e,2
0xba12222222228d8ba445958a75a0704d566bf2c8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2
0x220bda5c8994804ac96ebe4df184d25e5c2196d4,0x6b175474e89094c44da98b954eedeac495271d0f,2
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2
0xb3c9669a5706477a2b237d98edb9b57678926f04,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,2
0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2
0xb3c9669a5706477a2b237d98edb9b57678926f04,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,2
0x5f4ec3df9cbd43714fe2740f5e3616155c5b8419,0x37bc7498f4ff12c19678ee8fe19d713b87f6a9e6,2
0xb503cd2492b871ef3d6d972777814934011bf29c,0x5f4ec3df9cbd43714fe2740f5e3616155c5b8419,2
0x75c23271661d9d143dcb617222bc4bec783eff34,0xb503cd2492b871ef3d6d972777814934011bf29c,2
0x778a13d3eeb110a4f7bb6529f99c000119a08e92,0xd23a44eb2db8ad0817c994d3533528c030279f7c,2
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0x8a5419cfc711b2343c17a6abf4b2bafabb06957f,2
0x773616e4d11a78f511299002da57a0a94577f1f4,0x158228e08c52f3e2211ccbc8ec275fa93f6033fc,2
0x6def55d2e18486b9ddfaa075bc4e4ee0b28c1545,0x49849c98ae39fff122806c06791fa73784fb3675,2
0x444b860128b7bf8c0e864bdc3b7a36a940db7d88,0xb1f2cdec61db658f091671f5f199635aef202cac,2
0x444b860128b7bf8c0e864bdc3b7a36a940db7d88,0x8b60386a978dfc3241e9112db3ea009331838846,2
0x63cf44b2548e4493fd099222a1ec79f3344d9682,0x444b860128b7bf8c0e864bdc3b7a36a940db7d88,2
0x6def55d2e18486b9ddfaa075bc4e4ee0b28c1545,0x63cf44b2548e4493fd099222a1ec79f3344d9682,2
0x93054188d876f558f4a66b2ef1d97d16edf0895b,0x49849c98ae39fff122806c06791fa73784fb3675,2
0x93054188d876f558f4a66b2ef1d97d16edf0895b,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,2
0x41671ba1abcba387b9b2b752c205e22e916be6e3,0x93054188d876f558f4a66b2ef1d97d16edf0895b,2
0x2a8facc9d49fbc3ecff569847833c380a13418a8,0xc4e15973e6ff2a35cc804c2cf9d2a1b817a8b40f,2
0x41671ba1abcba387b9b2b752c205e22e916be6e3,0xbd82a0c250608543b8cacfd4f0e4438438698df6,2
0x3909336de913344701c6f096502d26208210b39f,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,2
0x77655099f72484fa7d8cd701112c129b35b6ca6a,0xc90b47731f9cd4db0df36c1e59fdca1fe9806475,2
0x688c3e4658b5367da06fd629e41879beab538e37,0x77655099f72484fa7d8cd701112c129b35b6ca6a,2
0x3e135c3e981fae3383a5ae0d323860a34cfab893,0x72012ada1d0a9e9cba22b3f13f3bc52b57ed6b66,2
0xd9f21104a0ab4bb2bc70774d4472b3c885fd022c,0xe7f4c89032a2488d327323548ab0459676269331,2
0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0xd9f21104a0ab4bb2bc70774d4472b3c885fd022c,2
0xa50ba011c48153de246e5192c8f9258a2ba79ca9,0x773616e4d11a78f511299002da57a0a94577f1f4,2
0x0fc584529a2aefa997697fafacba5831fac0c22d,0xbe86f647b167567525ccaafcd6f881f1ee558216,2
0x444b860128b7bf8c0e864bdc3b7a36a940db7d88,0x49849c98ae39fff122806c06791fa73784fb3675,2
0x3e135c3e981fae3383a5ae0d323860a34cfab893,0xbe86f647b167567525ccaafcd6f881f1ee558216,2
0x41671ba1abcba387b9b2b752c205e22e916be6e3,0xd04c48a53c111300ad41190d63681ed3dad998ec,2
0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,2
0x057835ad21a177dbdd3090bb1cae03eacf78fc6d,0xf63b34710400cad3e044cffdcab00a0f32e33ecf,2
0x057835ad21a177dbdd3090bb1cae03eacf78fc6d,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,2
0xd04c48a53c111300ad41190d63681ed3dad998ec,0x5c7adb3fd0df2d1822a36922dd941e16d2bf4e51,2
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0xeae736e5d6560169f9285c62492f8a89fb4ab790,2
0x1e0447b19bb6ecfdae1e4ae1694b0c3659614e4e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0xeb4bf86589f808f90eec8e964dbf16bd4d284905,2
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0xd6a602c01a023b98ecfb29df02fba380d3b21e0c,2
0x057835ad21a177dbdd3090bb1cae03eacf78fc6d,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,2
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x9cbfb60a09a9a33a10312da0f39977cbdb7fde23,2
0x41671ba1abcba387b9b2b752c205e22e916be6e3,0xb9d076fde463dbc9f915e5392f807315bf940334,2
0x4b92d19c11435614cd49af1b589001b7c08cd4d5,0xc0a972a3cf8e52167589694d135abb66409f9b30,2
0x825218bed8be0b30be39475755acee0250c50627,0x4b92d19c11435614cd49af1b589001b7c08cd4d5,2
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,2
0xb9d076fde463dbc9f915e5392f807315bf940334,0x5c7adb3fd0df2d1822a36922dd941e16d2bf4e51,2
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x8b3192f5eebd8579568a2ed41e6feb402f93f73f,2
0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,0x075b1bb99792c9e1041ba13afef80c91a1e70fb3,2
0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1
0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,0xdac17f958d2ee523a2206206994597c13d831ec7,1
0xb3c9669a5706477a2b237d98edb9b57678926f04,0xa5407eae9ba41422680e2e00537571bcc53efbfd,1
0xa5407eae9ba41422680e2e00537571bcc53efbfd,0xdac17f958d2ee523a2206206994597c13d831ec7,1
0x75c23271661d9d143dcb617222bc4bec783eff34,0xf6a8e47daeeddcce297e7541523e27df2f167bf3,1
0xa5407eae9ba41422680e2e00537571bcc53efbfd,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1
0xb3c9669a5706477a2b237d98edb9b57678926f04,0x75c23271661d9d143dcb617222bc4bec783eff34,1
0x75c23271661d9d143dcb617222bc4bec783eff34,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1
0x75c23271661d9d143dcb617222bc4bec783eff34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1
0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1
0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1
0x397ff1542f962076d0bfe58ea045ffa2d347aca0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1
0x06da0fd433c1a5d7a4faa01111c044910a184553,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1
0x23d1b2755d6c243dfa9dd06624f1686b9c9e13eb,0x52ae12abe5d8bd778bd5397f99ca900624cfadd4,1
0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0x6b175474e89094c44da98b954eedeac495271d0f,1
0xb3c9669a5706477a2b237d98edb9b57678926f04,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,1
0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1
0x23d1b2755d6c243dfa9dd06624f1686b9c9e13eb,0x874d8de5b26c9d9f6aa8d7bab283f9a9c6f777f4,1
0x23d1b2755d6c243dfa9dd06624f1686b9c9e13eb,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1
0x23d1b2755d6c243dfa9dd06624f1686b9c9e13eb,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,1
0x2f9ec37d6ccfff1cab21733bdadede11c823ccb0,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,1
0x4c9a2bd661d640da3634a4988a9bd2bc0f18e5a9,0xb1cd6e4153b2a390cf00a6556b0fc1458c4a5533,1
0x4c9a2bd661d640da3634a4988a9bd2bc0f18e5a9,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,1
0x4c9a2bd661d640da3634a4988a9bd2bc0f18e5a9,0x52ae12abe5d8bd778bd5397f99ca900624cfadd4,1
0x111111125434b319222cdbf8c261674adb56f3ae,0xb3c9669a5706477a2b237d98edb9b57678926f04,1
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0x111111125434b319222cdbf8c261674adb56f3ae,1
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0xc639e779ebedcc9394dd534a3cf8a2d164f1ee97,1
0x2af7ea6cb911035f3eb1ed895cb6692c39ecba97,0x4c8a1beb8a87765788946d6b19c6c6355194abeb,1
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0x2af7ea6cb911035f3eb1ed895cb6692c39ecba97,1
0x364c90218f6664f6c8b154ad9c3e31947cd3640c,0x5bb90838ef6e973b0aed27c74a226201af018a99,1
0x619beb58998ed2278e08620f97007e1116d5d25b,0xd784927ff2f95ba542bfc824c8a8a98f3495f6b5,1
0xaaaaa85601e05dfa39cf4a0a037dd371a0db8887,0x364c90218f6664f6c8b154ad9c3e31947cd3640c,1
0xe95a536cf5c7384ff1ef54819dc54e03d0ff1979,0xe60e71e47ca405946cf147ca9d7589a851dbcddc,1
0xe95a536cf5c7384ff1ef54819dc54e03d0ff1979,0x696c905f8f8c006ca46e9808fe7e00049507798f,1
0xba12222222228d8ba445958a75a0704d566bf2c8,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,1
0xba12222222228d8ba445958a75a0704d566bf2c8,0x072f14b85add63488ddad88f855fda4a99d6ac9b,1
0x0000006daea1723962647b7e189d311d757fb793,0xba12222222228d8ba445958a75a0704d566bf2c8,1
0x000000c3cfd83e7f9d856bed82231e8a00a1b07f,0x0000006daea1723962647b7e189d311d757fb793,1
0xa0c68c638235ee32657e8f720a23cec1bfc77c77,0x28e4f3a7f651294b9564800b2d01f35189a5bfbe,1
0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x3affcca64c2a6f4e3b6bd9c64cd2c969efd1ecbe,1
0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,0x608669d4914eec1e20408bc4c9efff27bb8cbde5,1
0xa0c68c638235ee32657e8f720a23cec1bfc77c77,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1
0x364c90218f6664f6c8b154ad9c3e31947cd3640c,0x3ea1db77da0b9f95c818f44f8a36c91cf1cbf7a0,1
0xd0fbb87e47da9987d345dbdf3a34d4266cf5ebe9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1
0x52f0feaa424fc209625f87f6c39ee1c1fa2440a9,0x057835ad21a177dbdd3090bb1cae03eacf78fc6d,1
0xeaadde1e14c587a7fb4ba78ea78109bb32975f1e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0x8cae0596bc1ed42dc3f04c4506cfe442b3e74e27,1
0xba12222222228d8ba445958a75a0704d566bf2c8,0x6b175474e89094c44da98b954eedeac495271d0f,1
0xba12222222228d8ba445958a75a0704d566bf2c8,0x0b09dea16768f0799065c475be02919503cb2a35,1
0x220bda5c8994804ac96ebe4df184d25e5c2196d4,0xba12222222228d8ba445958a75a0704d566bf2c8,1
0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,0x6b175474e89094c44da98b954eedeac495271d0f,1
0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,0x11199a9ee50127f335b84a1eeb961d8a85147f5f,1
0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,0x5a5fff6f753d7c11a56a52fe47a177a87e431655,1
0x220bda5c8994804ac96ebe4df184d25e5c2196d4,0x1116898dda4015ed8ddefb84b6e8bc24528af2d8,1
0x220bda5c8994804ac96ebe4df184d25e5c2196d4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1
0x1111111254fb6c44bac0bed2854e76f90643097d,0x220bda5c8994804ac96ebe4df184d25e5c2196d4,1
0x1111111254fb6c44bac0bed2854e76f90643097d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1
0x23e3acb3bdc496e4c375466c0342e5abb5999999,0x1111111254fb6c44bac0bed2854e76f90643097d,1
0x8cae0596bc1ed42dc3f04c4506cfe442b3e74e27,0x8a32f49ffba88aba6eff96f45d8bd1d4b3f35c7d,1
0x8cae0596bc1ed42dc3f04c4506cfe442b3e74e27,0xb53c1a33016b2dc2ff3653530bff1848a515c8c5,1
0x057835ad21a177dbdd3090bb1cae03eacf78fc6d,0x030ba81f1c18d280636f32af80b9aad02cf0854e,1
0xc25099792e9349c7dd09759744ea681c7de2cb66,0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714,1
0x1e0447b19bb6ecfdae1e4ae1694b0c3659614e4e,0x0eed07ced0c8c36d4a5bff44f2536422bb09be45,1
0xe7f4c89032a2488d327323548ab0459676269331,0x2216d47494e516d8206b70fca8585820ed3c4946,1
0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,0xe41d2489571d322189246dafa5ebde1f4699f498,1
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407,1
0x70e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,0xc00e94cb662c3520282e6f5717214004a7f26888,1
0x70e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,0xa035b9e130f2b1aedc733eefb1c67ba4c503491f,1
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x70e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,1
0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,0x0d8775f648430679a709e98d2b0cb6250d2887ef,1
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e,1
0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5,0x0c3f8df27e1a00b47653fde878d68d35f00714c0,1
0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0xfb564da37b41b2f6b6edcc3e56fbf523bd9f2012,1
0xdee23e78e5a3b35683d09139cfcd9dfbf4a3e599,0x3909336de913344701c6f096502d26208210b39f,1
0xf63b34710400cad3e044cffdcab00a0f32e33ecf,0xd784927ff2f95ba542bfc824c8a8a98f3495f6b5,1
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0xbd4765210d4167ce2a5b87280d9e8ee316d5ec7c,1
0x75c21437d3cb1f037c4ea6b50194639dfcf9d2e4,0x18bc0c665ca5cc6134b0c9d054784924e5d93d28,1
0x688c3e4658b5367da06fd629e41879beab538e37,0xe7f4c89032a2488d327323548ab0459676269331,1
0xe852877d3cdbc8fb469208cb318c346bacc51c5c,0x29a199a49af8d657c110418c2b0d2f932b025de7,1
0x688c3e4658b5367da06fd629e41879beab538e37,0xbe86f647b167567525ccaafcd6f881f1ee558216,1
